pk,account_id,account_status,plan_tier,previous_plan_tier,seats,mrr_amount,arr_amount,downgrade_flag,upgrade_flag,billing_frequency,auto_renew_flag,effective_start_date,effective_end_date,current_record_flag
S-48a54e,A-b2225d,trial,Basic,Basic,47,0,0,false,false,monthly,true,2024-10-29,2024-11-03,false
S-8c3cc8,A-b2225d,trial,Basic,Basic,47,0,0,false,false,monthly,true,2024-10-17,2024-10-29,false
S-593787,A-9ee962,trial,Basic,Basic,9,0,0,false,false,monthly,true,2023-11-22,2024-05-21,false
S-7bf6d8,A-fe79a5,trial,Basic,Basic,9,0,0,false,false,annual,true,2024-03-23,2024-04-12,false
S-65731a2,A-684255,churned,Basic,Basic,9,0,0,false,false,annual,true,2024-12-26,2999-12-31,true
S-155934,A-4a4c2d,trial,Pro,Basic,54,0,0,false,true,annual,true,2024-04-16,2024-07-08,false
S-5ffb84,A-fe79a5,trial,Enterprise,Basic,9,0,0,false,true,monthly,true,2024-04-12,2024-05-22,false
S-06e837,A-7c4956,trial,Basic,Basic,9,0,0,false,false,annual,true,2023-12-17,2023-12-28,false
S-42d724,A-7a0d69,trial,Pro,Basic,4,0,0,false,true,annual,true,2024-08-01,2024-08-20,false
S-b81ed3,A-ee42db,trial,Pro,Basic,13,0,0,false,true,annual,true,2024-02-10,2024-02-20,false
S-f4059b,A-c70870,trial,Pro,Basic,43,0,0,false,true,annual,true,2024-12-15,2024-12-29,false
S-fe3b71,A-44dc83,trial,Enterprise,Basic,37,0,0,false,true,monthly,true,2024-09-24,2024-11-26,false
S-f243c1,A-e888d1,trial,Pro,Basic,14,0,0,false,true,annual,true,2024-03-12,2024-05-25,false
S-db94ad,A-313be3,trial,Enterprise,Basic,47,0,0,false,true,annual,true,2024-11-14,2024-12-03,false
S-f965de,A-ab438f,trial,Pro,Basic,64,0,0,false,true,monthly,true,2024-10-20,2024-10-23,false
S-44483e,A-bbc346,trial,Enterprise,Basic,19,0,0,false,true,monthly,true,2024-09-30,2024-10-03,false
S-39c024,A-7df7a7,trial,Pro,Basic,29,0,0,false,true,annual,true,2023-06-10,2023-06-26,false
S-53361d,A-1ac5e0,trial,Enterprise,Basic,33,0,0,false,true,monthly,false,2024-12-30,2999-12-31,true
S-ad1e4a,A-d3c88e,trial,Basic,Basic,16,0,0,false,false,monthly,true,2024-11-01,2024-11-02,false
S-992c2a,A-d922bf,trial,Enterprise,Basic,26,0,0,false,true,monthly,true,2024-08-11,2024-08-12,false
S-029c20,A-f44180,trial,Basic,Basic,10,0,0,false,false,annual,false,2024-12-13,2999-12-31,true
S-2fe253,A-1f0636,trial,Pro,Basic,105,0,0,false,true,annual,true,2024-02-28,2024-03-17,false
S-510999,A-7da956,trial,Enterprise,Basic,13,0,0,false,true,monthly,true,2024-06-30,2024-07-20,false
S-ade2d5,A-bcbe98,trial,Enterprise,Basic,46,0,0,false,true,monthly,false,2024-09-22,2024-10-24,false
S-f75ac4,A-faa28c,trial,Enterprise,Basic,48,0,0,false,true,annual,true,2024-02-17,2024-02-23,false
S-a99771,A-3c1a3f,trial,Basic,Basic,25,0,0,false,false,annual,true,2023-12-18,2023-12-23,false
S-2e79e8,A-cb5333,trial,Pro,Basic,33,0,0,false,true,monthly,true,2024-05-16,2024-06-02,false
S-263c1e,A-a8b49c,trial,Pro,Basic,16,0,0,false,true,monthly,true,2023-12-26,2024-02-16,false
S-865af3,A-f97b9a,trial,Pro,Basic,16,0,0,false,true,annual,false,2024-11-07,2024-11-30,false
S-615a8a,A-bf7919,trial,Enterprise,Basic,11,0,0,false,true,annual,false,2024-12-31,2999-12-31,true
S-66106d,A-186a44,trial,Enterprise,Basic,20,0,0,false,true,monthly,false,2024-11-02,2024-11-14,false
S-d19797,A-fd7ad3,active,Basic,Basic,1,19,228,false,false,monthly,true,2024-11-10,2024-11-14,false
S-bbc0f7,A-b7724f,active,Basic,Basic,1,19,228,false,false,annual,true,2024-09-15,2024-09-15,false
S-79ba6e,A-fd7ad3,active,Enterprise,Basic,24,19,228,false,true,annual,true,2024-11-14,2024-11-17,false
S-71c55a,A-296d7c,active,Basic,Basic,2,38,456,false,false,annual,false,2024-06-08,2024-07-19,false
S-ab37ae,A-f92792,active,Basic,Basic,6,38,456,false,false,monthly,true,2024-09-11,2024-09-17,false
S-4bfab2,A-544d0a,active,Basic,Basic,2,38,456,false,false,monthly,true,2024-12-07,2024-12-19,false
S-c01d79,A-296d7c,active,Basic,Basic,24,38,456,false,false,monthly,true,2024-07-19,2024-08-17,false
S-ce61e0,A-f3ff05,active,Basic,Basic,2,38,456,false,false,monthly,true,2024-08-02,2024-08-03,false
S-09c1df,A-b7724f,active,Pro,Basic,1,49,588,false,true,annual,true,2024-09-15,2024-09-20,false
S-561d54,A-0a282f,active,Pro,Basic,1,49,588,false,true,annual,true,2024-11-10,2024-12-20,false
S-0f7a92,A-700ade,active,Pro,Basic,1,49,588,false,true,monthly,false,2024-12-23,2024-12-29,false
S-367dee,A-e19ff6,active,Pro,Basic,1,49,588,false,true,annual,true,2024-06-29,2024-07-01,false
S-ca1c21,A-f92792,active,Basic,Basic,9,57,684,false,false,annual,false,2024-12-02,2024-12-08,false
S-52385a,A-0aaf6e,active,Basic,Basic,3,57,684,false,false,monthly,true,2024-11-13,2024-12-07,false
S-2b58a7,A-7c5768,active,Basic,Basic,3,57,684,false,false,monthly,true,2024-07-07,2024-09-21,false
S-381c99,A-e7a1e2,active,Basic,Basic,3,57,684,false,false,monthly,true,2024-11-03,2024-11-22,false
S-50a388,A-089363,active,Pro,Basic,34,57,684,false,true,annual,true,2024-06-18,2024-06-26,false
S-4704e5,A-6dee43,active,Basic,Basic,3,57,684,false,false,monthly,true,2024-03-15,2024-04-05,false
S-12125f,A-e5d6ab,active,Basic,Basic,3,57,684,false,false,monthly,true,2023-08-08,2023-09-16,false
S-8e9e9b,A-4e44e8,active,Basic,Basic,3,57,684,false,false,annual,false,2024-09-06,2024-09-15,false
S-e1dc0b,A-e5d6ab,active,Pro,Basic,17,57,684,false,true,monthly,true,2023-09-16,2023-10-02,false
S-c58d66,A-42b791,active,Basic,Basic,3,57,684,false,false,monthly,true,2024-11-06,2024-11-07,false
S-3cc163,A-df10db,active,Basic,Basic,68,57,684,false,false,annual,false,2024-07-02,2024-09-08,false
S-6d09f2,A-f92792,active,Basic,Basic,3,57,684,false,false,monthly,true,2024-11-24,2024-12-02,false
S-f78a1a,A-fd7ad3,active,Basic,Basic,3,57,684,false,false,annual,true,2024-11-02,2024-11-07,false
S-e25e6e,A-5a92e7,active,Basic,Basic,4,76,912,false,false,monthly,true,2024-12-07,2024-12-11,false
S-acb7af,A-8adedc,active,Enterprise,Basic,4,76,912,false,true,annual,true,2024-05-23,2024-05-23,false
S-35c7c8,A-f51f16,active,Basic,Basic,4,76,912,false,false,monthly,true,2024-02-23,2024-03-14,false
S-535bd1,A-d792a6,active,Pro,Basic,9,76,912,false,true,monthly,false,2023-03-18,2023-04-04,false
S-dd3b36,A-1b7577,active,Basic,Basic,4,76,912,false,false,monthly,true,2024-11-26,2024-11-28,false
S-4c9107,A-9208f0,active,Basic,Basic,4,76,912,false,false,annual,true,2023-09-19,2023-09-23,false
S-a9fb74,A-c45b23,active,Pro,Basic,5,95,1140,false,true,annual,true,2024-08-04,2024-09-07,false
S-2aa395,A-c45b23,active,Basic,Basic,5,95,1140,false,false,monthly,false,2024-07-31,2024-08-04,false
S-44c5dd,A-eb7c38,active,Basic,Basic,5,95,1140,false,false,annual,false,2024-10-21,2024-10-28,false
S-4ff3ae,A-eb7c38,active,Basic,Basic,5,95,1140,false,false,annual,true,2024-07-29,2024-08-27,false
S-381988,A-eb7c38,active,Pro,Basic,7,95,1140,false,true,annual,false,2024-08-27,2024-09-02,false
S-37e3ad,A-b30291,active,Basic,Basic,5,95,1140,false,false,monthly,true,2024-04-25,2024-05-08,false
S-8ec197,A-7c4956,active,Basic,Basic,51,95,1140,false,false,monthly,true,2023-11-02,2023-12-17,false
S-feea3a,A-82d8a6,active,Basic,Basic,5,95,1140,false,false,monthly,true,2024-12-17,2024-12-18,false
S-28d401,A-d792a6,active,Basic,Basic,5,95,1140,false,false,annual,true,2023-09-03,2023-10-13,false
S-c25e9d,A-cc1d8d,active,Basic,Basic,5,95,1140,false,false,monthly,false,2024-12-17,2024-12-20,false
S-f36088,A-8adedc,active,Enterprise,Basic,43,95,1140,false,true,annual,true,2024-05-24,2024-06-08,false
S-1f5841,A-b30291,active,Basic,Basic,5,95,1140,false,false,annual,true,2024-05-08,2024-06-04,false
S-0b059f,A-7c4956,active,Basic,Basic,5,95,1140,false,false,monthly,false,2023-07-10,2023-11-02,false
S-15a058,A-9208f0,active,Pro,Basic,2,98,1176,false,true,monthly,true,2023-09-29,2024-03-20,false
S-c1f160,A-ccabf0,active,Pro,Basic,2,98,1176,false,true,annual,true,2024-07-14,2024-09-09,false
S-9b1f0e,A-e83938,active,Pro,Basic,2,98,1176,false,true,annual,true,2024-07-16,2024-07-17,false
S-13dfe7,A-956988,active,Pro,Basic,2,98,1176,false,true,annual,true,2024-12-15,2024-12-15,false
S-f12a54,A-f3ff05,active,Pro,Basic,2,98,1176,false,true,monthly,true,2024-11-24,2024-11-26,false
S-c8a3f6,A-4e44e8,active,Basic,Basic,6,114,1368,false,false,monthly,false,2024-09-04,2024-09-06,false
S-42aaf0,A-6da850,active,Basic,Basic,6,114,1368,false,false,annual,true,2024-12-31,2999-12-31,true
S-270e94,A-22f2df,active,Basic,Basic,6,114,1368,false,false,annual,true,2024-12-21,2024-12-21,false
S-51673a,A-5a92e7,active,Pro,Basic,9,114,1368,false,true,monthly,true,2024-12-17,2999-12-31,true
S-4a8ce0,A-5a184f,active,Basic,Basic,6,114,1368,false,false,monthly,true,2024-01-21,2024-04-14,false
S-42aaf02,A-6da850,churned,Basic,Basic,6,114,1368,false,false,annual,true,2024-12-31,2024-12-31,false
S-304196,A-bcf664,active,Basic,Basic,6,114,1368,false,false,monthly,true,2024-09-02,2024-11-11,false
S-6c1ca5,A-977ca0,active,Basic,Basic,6,114,1368,false,false,monthly,true,2024-01-07,2024-02-02,false
S-650c13,A-692f18,active,Basic,Basic,6,114,1368,false,false,monthly,true,2024-08-06,2024-08-20,false
S-1c643d,A-5a92e7,active,Basic,Basic,6,114,1368,false,false,monthly,true,2024-12-11,2024-12-17,false
S-708924,A-7a0d69,active,Basic,Basic,22,114,1368,false,false,annual,true,2024-09-12,2024-09-16,false
S-9fa738,A-977ca0,active,Basic,Basic,10,114,1368,false,false,monthly,false,2024-02-02,2024-03-19,false
S-f967c2,A-029f69,active,Basic,Basic,7,133,1596,false,false,monthly,true,2024-12-10,2024-12-14,false
S-0b3f0c,A-3be56b,active,Enterprise,Basic,3,133,1596,false,true,monthly,true,2024-06-12,2024-08-21,false
S-3cc641,A-3be56b,active,Basic,Basic,7,133,1596,false,false,monthly,false,2024-05-14,2024-06-12,false
S-882f1d,A-249769,active,Basic,Basic,7,133,1596,false,false,annual,true,2024-11-21,2999-12-31,true
S-270a4e,A-6c093d,active,Basic,Basic,7,133,1596,false,false,monthly,true,2024-01-17,2024-03-08,false
S-94cfff,A-439b2f,active,Pro,Basic,22,133,1596,false,true,annual,true,2024-04-16,2024-05-16,false
S-5b4149,A-df10db,active,Basic,Basic,7,133,1596,false,false,annual,true,2023-10-23,2023-12-05,false
S-389426,A-922109,active,Pro,Basic,3,147,1764,false,true,monthly,true,2024-07-04,2024-07-15,false
S-b0e621,A-ced9aa,active,Pro,Basic,3,147,1764,false,true,monthly,true,2024-11-23,2024-12-01,false
S-6f0169,A-86cdb4,active,Pro,Basic,3,147,1764,false,true,monthly,true,2024-10-23,2024-11-01,false
S-4793bb,A-0f7d77,active,Pro,Basic,3,147,1764,false,true,annual,false,2024-12-08,2024-12-21,false
S-1d3af2,A-c42f1f,active,Basic,Basic,8,152,1824,false,false,monthly,true,2024-11-19,2024-11-22,false
S-e4a862,A-3ce5b8,active,Enterprise,Basic,8,152,1824,false,true,annual,true,2024-10-03,2999-12-31,true
S-1ffdd8,A-ef84cf,active,Basic,Basic,8,152,1824,false,false,monthly,true,2024-08-08,2999-12-31,true
S-31cec4,A-34ea2f,active,Basic,Basic,8,152,1824,false,false,monthly,true,2024-10-28,2024-11-09,false
S-c46499,A-00cac8,active,Basic,Basic,8,152,1824,false,false,annual,true,2024-03-03,2024-04-04,false
S-39e396,A-443b7c,active,Basic,Basic,8,152,1824,false,false,annual,true,2024-11-29,2024-12-26,false
S-4d1ba6,A-00cac8,active,Enterprise,Basic,9,152,1824,false,true,annual,false,2024-04-04,2024-08-04,false
S-a8ae52,A-fda07f,active,Enterprise,Basic,26,152,1824,false,true,annual,false,2024-10-10,2024-10-28,false
S-b2f3f3,A-bc87bc,active,Basic,Basic,8,152,1824,false,false,monthly,true,2024-12-15,2999-12-31,true
S-0d4d11,A-d77f4c,active,Basic,Basic,41,152,1824,false,false,monthly,true,2023-11-10,2024-02-29,false
S-1e83a6,A-443b7c,active,Basic,Basic,8,152,1824,false,false,annual,true,2024-12-29,2999-12-31,true
S-b12284,A-0158bb,active,Basic,Basic,9,171,2052,false,false,annual,false,2024-06-29,2024-10-23,false
S-faf395,A-a6d261,active,Basic,Basic,9,171,2052,false,false,annual,true,2024-07-08,2024-07-16,false
S-094e82,A-9ee962,active,Basic,Basic,9,171,2052,false,false,monthly,true,2024-05-25,2024-06-06,false
S-f26ae0,A-92a333,active,Basic,Basic,9,171,2052,false,false,monthly,true,2024-07-04,2999-12-31,true
S-b488bc,A-f45426,active,Pro,Basic,11,171,2052,false,true,monthly,true,2024-11-15,2024-11-22,false
S-4fc62f,A-6c093d,active,Enterprise,Basic,7,171,2052,false,true,annual,true,2024-12-12,2999-12-31,true
S-6aa20b,A-a6d261,active,Enterprise,Basic,9,171,2052,false,true,monthly,true,2024-01-11,2024-01-14,false
S-8789b0,A-eb7c38,active,Basic,Basic,9,171,2052,false,false,monthly,false,2024-04-23,2024-05-24,false
S-f4376f,A-9ee962,active,Basic,Basic,9,171,2052,false,false,annual,false,2024-05-21,2024-05-25,false
S-83b45d,A-5a92e7,active,Pro,Basic,5,171,2052,false,true,annual,true,2024-06-27,2024-07-08,false
S-d471c6,A-a6d261,active,Basic,Basic,9,171,2052,false,false,monthly,true,2024-07-16,2024-09-18,false
S-a3e1e3,A-05d3b3,active,Enterprise,Basic,9,171,2052,false,true,monthly,true,2024-09-26,2024-10-01,false
S-3fe1c3,A-0158bb,active,Enterprise,Basic,20,171,2052,false,true,monthly,true,2024-10-23,2024-12-10,false
S-a69559,A-cd458b,active,Basic,Basic,10,190,2280,false,false,monthly,false,2024-08-25,2024-09-18,false
S-fc8463,A-4e44e8,active,Basic,Basic,10,190,2280,false,false,annual,true,2024-10-16,2024-10-26,false
S-d56a2c,A-751bd4,active,Pro,Basic,35,190,2280,false,true,annual,true,2024-10-29,2999-12-31,true
S-1bdc35,A-bcf87c,active,Basic,Basic,10,190,2280,false,false,monthly,true,2024-10-28,2024-11-09,false
S-e052d8,A-4e44e8,active,Pro,Basic,25,190,2280,false,true,annual,true,2024-10-26,2024-11-03,false
S-1224ea,A-474ad4,active,Pro,Basic,8,190,2280,false,true,monthly,true,2023-12-10,2023-12-20,false
S-ba672b,A-1b9609,active,Pro,Basic,4,196,2352,false,true,annual,false,2024-05-01,2024-06-16,false
S-522aef,A-f3ff05,active,Pro,Basic,4,196,2352,false,true,annual,true,2024-08-22,2024-09-11,false
S-63606e,A-7a0d69,active,Pro,Basic,4,196,2352,false,true,monthly,true,2024-09-28,2024-10-12,false
S-6f04a4,A-417d2f,active,Pro,Basic,4,196,2352,false,true,monthly,true,2024-09-14,2024-09-21,false
S-36069b,A-940b8b,active,Enterprise,Basic,1,199,2388,false,true,annual,true,2024-06-26,2024-09-10,false
S-cb8a5c,A-1e6fc3,active,Enterprise,Basic,1,199,2388,false,true,annual,true,2024-12-17,2999-12-31,true
S-ea3d54,A-439b2f,active,Enterprise,Basic,1,199,2388,false,true,monthly,false,2024-05-30,2024-07-03,false
S-1cff18,A-2789e3,active,Basic,Basic,11,209,2508,false,false,monthly,true,2024-10-03,2024-10-10,false
S-3c9178,A-17939a,active,Basic,Basic,11,209,2508,false,false,monthly,false,2024-12-29,2024-12-30,false
S-db6454,A-0f3e88,active,Basic,Basic,11,209,2508,false,false,monthly,true,2024-10-08,2024-11-07,false
S-9395a2,A-0e966d,active,Basic,Basic,11,209,2508,false,false,monthly,true,2024-09-05,2024-09-06,false
S-ada98e,A-2789e3,active,Basic,Basic,11,209,2508,false,false,annual,true,2024-10-21,2024-10-22,false
S-61efc1,A-05d3b3,active,Pro,Basic,9,209,2508,false,true,monthly,false,2023-11-27,2024-01-29,false
S-162d54,A-922109,active,Basic,Basic,11,209,2508,false,false,monthly,true,2024-11-08,2024-11-13,false
S-d365af,A-4e44e8,active,Basic,Basic,11,209,2508,false,false,annual,true,2024-09-01,2024-09-04,false
S-5cff9b,A-0f3e88,active,Pro,Basic,7,209,2508,false,true,monthly,false,2024-11-07,2024-11-24,false
S-d2fae0,A-2789e3,active,Enterprise,Basic,11,209,2508,false,true,monthly,true,2024-10-10,2024-10-11,false
S-15662a,A-019782,active,Basic,Basic,11,209,2508,false,false,annual,true,2024-02-22,2024-05-16,false
S-cc964d,A-d26ab4,active,Basic,Basic,15,209,2508,false,false,annual,true,2024-11-21,2024-11-21,false
S-81a509,A-8b25f2,active,Basic,Basic,11,209,2508,false,false,annual,true,2024-09-10,2024-09-14,false
S-e0179e,A-69fad4,active,Pro,Basic,13,209,2508,false,true,monthly,true,2024-03-24,2999-12-31,true
S-d3d720,A-b7724f,active,Basic,Basic,11,209,2508,false,false,monthly,true,2024-06-20,2024-07-21,false
S-bcbe03,A-2789e3,active,Basic,Basic,11,209,2508,false,false,monthly,false,2024-10-22,2024-11-06,false
S-f8d0a2,A-a0ca4e,active,Basic,Basic,11,209,2508,false,false,annual,false,2024-05-15,2024-08-02,false
S-0e9f1e,A-7c83a1,active,Basic,Basic,12,228,2736,false,false,monthly,true,2024-11-24,2024-12-30,false
S-b1dce0,A-fd7ad3,active,Basic,Basic,12,228,2736,false,false,monthly,true,2024-11-07,2024-11-10,false
S-2d7947,A-4e960a,active,Basic,Basic,12,228,2736,false,false,annual,true,2024-06-04,2024-07-10,false
S-1a2f35,A-832ec2,active,Basic,Basic,12,228,2736,false,false,monthly,false,2024-04-07,2024-05-26,false
S-202695,A-d535f6,active,Basic,Basic,12,228,2736,false,false,monthly,true,2024-09-23,2024-09-29,false
S-dbad62,A-58b9ff,active,Basic,Basic,12,228,2736,false,false,annual,false,2024-10-16,2024-11-03,false
S-029065,A-4c56c9,active,Basic,Basic,11,228,2736,false,false,annual,true,2024-07-28,2024-08-27,false
S-95aaf8,A-781cc0,active,Basic,Basic,12,228,2736,false,false,annual,true,2024-10-30,2024-11-01,false
S-2ee7ec,A-c16101,active,Basic,Basic,12,228,2736,false,false,monthly,true,2024-10-24,2024-12-10,false
S-886184,A-7c83a1,active,Enterprise,Basic,17,228,2736,false,true,annual,true,2024-09-20,2024-09-27,false
S-beaa35,A-781cc0,active,Pro,Basic,12,228,2736,false,true,monthly,false,2024-11-01,2024-11-01,false
S-be079b,A-6da850,active,Basic,Basic,5,228,2736,false,false,monthly,false,2024-04-29,2024-06-02,false
S-f53776,A-f446b6,active,Basic,Basic,12,228,2736,false,false,monthly,true,2023-09-06,2024-01-07,false
S-a33656,A-524364,active,Basic,Basic,12,228,2736,false,false,monthly,true,2024-12-31,2024-12-31,false
S-96bb5c,A-832ec2,active,Basic,Basic,12,228,2736,false,false,monthly,false,2024-05-26,2024-07-25,false
S-e8a2fa,A-bf7919,active,Basic,Basic,10,228,2736,false,false,annual,true,2024-12-26,2024-12-31,false
S-82348a,A-4e960a,active,Basic,Basic,12,228,2736,false,false,annual,false,2024-04-02,2024-04-02,false
S-196e49,A-0b0d6d,active,Basic,Basic,12,228,2736,false,false,monthly,true,2024-12-30,2024-12-31,false
S-920d64,A-b7724f,active,Basic,Basic,12,228,2736,false,false,annual,true,2024-07-21,2024-09-15,false
S-6f398a,A-8ed5dd,active,Pro,Basic,5,245,2940,false,true,annual,true,2023-11-13,2023-12-09,false
S-76bf6c,A-1f559b,active,Pro,Basic,5,245,2940,false,true,annual,true,2023-12-21,2024-02-08,false
S-9c4bcd,A-a7bd4b,active,Pro,Basic,5,245,2940,false,true,monthly,true,2024-05-14,2024-05-31,false
S-b6aefa,A-6da850,active,Pro,Basic,5,245,2940,false,true,annual,true,2024-09-01,2024-10-09,false
S-02d46a,A-8ed5dd,active,Pro,Basic,5,245,2940,false,true,annual,true,2024-11-01,2024-11-27,false
S-2ae5d8,A-c9bb3e,active,Pro,Basic,5,245,2940,false,true,monthly,true,2024-06-08,2024-08-13,false
S-c98905,A-de24d5,active,Pro,Basic,5,245,2940,false,true,monthly,false,2024-12-28,2999-12-31,true
S-a4139f,A-c45b23,active,Pro,Basic,5,245,2940,false,true,monthly,true,2024-02-01,2024-02-13,false
S-1a20b6,A-1e6fc3,active,Pro,Basic,5,245,2940,false,true,monthly,true,2024-04-01,2024-08-28,false
S-6cf72f,A-a8d89d,active,Basic,Basic,17,247,2964,false,false,monthly,true,2024-09-24,2024-09-26,false
S-a648e7,A-3b5cd1,active,Basic,Basic,13,247,2964,false,false,annual,false,2024-01-29,2024-02-27,false
S-befdf1,A-68f37c,active,Basic,Basic,13,247,2964,false,false,monthly,true,2024-02-27,2024-03-26,false
S-e1e2bf,A-7da956,active,Basic,Basic,13,247,2964,false,false,annual,true,2024-09-24,2024-09-26,false
S-7ab956,A-53f4e3,active,Basic,Basic,13,247,2964,false,false,annual,true,2024-12-03,2024-12-05,false
S-3c5dab,A-7da956,active,Basic,Basic,13,247,2964,false,false,monthly,true,2024-08-13,2024-09-24,false
S-1dfdd0,A-712426,active,Basic,Basic,13,247,2964,false,false,monthly,true,2024-12-30,2024-12-31,false
S-adbb41,A-9289f6,active,Enterprise,Basic,24,247,2964,false,true,annual,false,2024-12-11,2024-12-17,false
S-2b7664,A-cb6cc6,active,Basic,Basic,13,247,2964,false,false,monthly,true,2023-08-22,2024-03-20,false
S-1c06f3,A-53f4e3,active,Basic,Basic,13,247,2964,false,false,annual,true,2024-11-05,2024-11-28,false
S-fcd231,A-712426,active,Enterprise,Basic,63,247,2964,false,true,annual,true,2024-12-31,2999-12-31,true
S-ea389c,A-df10db,active,Basic,Basic,14,266,3192,false,false,monthly,true,2024-09-08,2024-10-21,false
S-dbd6b9,A-cea1f0,active,Pro,Basic,8,266,3192,false,true,annual,true,2024-11-19,2024-12-22,false
S-2fd650,A-019782,active,Enterprise,Basic,15,266,3192,false,true,annual,false,2024-12-04,2999-12-31,true
S-a34e37,A-10b8da,active,Enterprise,Basic,23,266,3192,false,true,annual,true,2024-04-27,2024-05-09,false
S-74bda1,A-dfbd31,active,Basic,Basic,14,266,3192,false,false,annual,false,2024-06-17,2024-07-30,false
S-124336,A-9f0b68,active,Pro,Basic,18,266,3192,false,true,annual,true,2024-11-30,2999-12-31,true
S-7d0dea,A-69b156,active,Pro,Basic,7,266,3192,false,true,monthly,true,2024-11-16,2024-12-10,false
S-f7f6d7,A-425e76,active,Basic,Basic,14,266,3192,false,false,monthly,true,2024-05-07,2024-05-24,false
S-ee941d,A-241e75,active,Basic,Basic,14,266,3192,false,false,annual,true,2024-09-08,2024-09-29,false
S-2c64e6,A-118d55,active,Basic,Basic,15,285,3420,false,false,monthly,false,2024-12-24,2024-12-25,false
S-275d57,A-b3fe05,active,Basic,Basic,15,285,3420,false,false,monthly,true,2024-11-11,2024-12-20,false
S-3d0e5c,A-dcc2f0,active,Enterprise,Basic,19,285,3420,false,true,monthly,true,2023-11-22,2023-11-29,false
S-ed1eb5,A-726cfa,active,Basic,Basic,15,285,3420,false,false,monthly,true,2024-01-08,2024-02-29,false
S-d7c21d,A-8145a0,active,Basic,Basic,15,285,3420,false,false,monthly,true,2024-12-17,2999-12-31,true
S-be3ff6,A-de58ca,active,Pro,Basic,105,285,3420,false,true,annual,false,2023-07-17,2023-09-25,false
S-c85167,A-7a0d69,active,Basic,Basic,15,285,3420,false,false,monthly,true,2024-09-16,2024-09-28,false
S-112733,A-71615e,active,Basic,Basic,15,285,3420,false,false,annual,false,2024-10-21,2024-11-05,false
S-cfcb11,A-b3fe05,active,Basic,Basic,19,285,3420,false,false,annual,false,2024-12-20,2999-12-31,true
S-32e881,A-029f69,active,Pro,Basic,3,285,3420,false,true,monthly,true,2024-10-10,2024-11-08,false
S-9d35cf,A-249769,active,Pro,Basic,6,294,3528,false,true,annual,true,2024-10-12,2024-10-18,false
S-ff4e21,A-7a0d69,active,Pro,Basic,6,294,3528,false,true,annual,true,2024-11-22,2024-12-10,false
S-ee3fa2,A-977ca0,active,Pro,Basic,6,294,3528,false,true,annual,true,2024-03-19,2024-04-08,false
S-5e0619,A-0b0d6d,active,Pro,Basic,6,294,3528,false,true,annual,true,2024-12-31,2024-12-31,false
S-9e8b22,A-7c6b6b,active,Pro,Basic,6,294,3528,false,true,annual,true,2024-12-16,2024-12-21,false
S-695606,A-0f3e88,active,Basic,Basic,16,304,3648,false,false,monthly,true,2023-12-31,2024-01-01,false
S-395a98,A-c7e58b,active,Basic,Basic,16,304,3648,false,false,monthly,true,2024-07-29,2024-09-07,false
S-7052a5,A-d5a319,active,Basic,Basic,16,304,3648,false,false,annual,true,2023-11-15,2023-12-01,false
S-83e7bb,A-781cc0,active,Pro,Basic,16,304,3648,false,true,annual,true,2024-10-09,2024-10-17,false
S-b07043,A-e98302,active,Basic,Basic,16,304,3648,false,false,annual,true,2024-11-22,2024-12-23,false
S-a916c8,A-3cc791,active,Basic,Basic,12,304,3648,false,false,monthly,false,2024-04-26,2024-05-23,false
S-f33b5f,A-f97b9a,active,Basic,Basic,65,304,3648,false,false,annual,true,2024-08-22,2024-11-07,false
S-1bbdf0,A-781cc0,active,Basic,Basic,16,304,3648,false,false,annual,true,2024-10-08,2024-10-09,false
S-9e64bd,A-c7e58b,active,Pro,Basic,16,304,3648,false,true,monthly,true,2024-09-07,2999-12-31,true
S-4c8e19,A-659280,active,Basic,Basic,17,323,3876,false,false,monthly,false,2024-11-21,2024-11-25,false
S-a8bed8,A-9badbd,active,Basic,Basic,17,323,3876,false,false,annual,true,2024-08-28,2024-09-05,false
S-d88f58,A-4ef964,active,Basic,Basic,17,323,3876,false,false,monthly,true,2024-11-11,2024-11-15,false
S-7ded4d,A-0f3e88,active,Basic,Basic,17,323,3876,false,false,monthly,true,2024-06-18,2024-10-08,false
S-afa7a7,A-1b9609,active,Enterprise,Basic,25,323,3876,false,true,annual,true,2024-10-03,2999-12-31,true
S-9f479f,A-d5a319,active,Basic,Basic,17,323,3876,false,false,monthly,false,2023-12-01,2024-01-01,false
S-51c0d1,A-659280,active,Enterprise,Basic,62,323,3876,false,true,annual,false,2024-11-25,2024-12-26,false
S-3037ab,A-b9eed8,active,Basic,Basic,17,323,3876,false,false,annual,true,2024-08-27,2024-10-06,false
S-c7e38a,A-2edab2,active,Basic,Basic,17,323,3876,false,false,annual,true,2024-10-03,2024-11-30,false
S-d1a6c6,A-443b7c,active,Basic,Basic,17,323,3876,false,false,monthly,false,2024-12-26,2024-12-29,false
S-22778a,A-328bd0,active,Basic,Basic,18,342,4104,false,false,monthly,false,2024-02-28,2024-04-29,false
S-935e79,A-c4ea60,active,Basic,Basic,58,342,4104,false,false,annual,true,2024-02-19,2024-07-20,false
S-2632a2,A-5a3eb9,active,Basic,Basic,18,342,4104,false,false,annual,true,2024-03-15,2024-03-15,false
S-652885,A-59f724,active,Basic,Basic,18,342,4104,false,false,monthly,true,2024-12-08,2999-12-31,true
