usage_id,account_id,subscription_key,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature
U-1a4b90,A-1b707d,S-dda23d,2024-11-17,feature_27,17,8330,1,false
U-21ce54,A-1b7577,S-009027,2024-12-11,feature_14,11,4191,0,false
U-2774e6,A-1b7577,S-06770c,2024-11-26,feature_5,16,6448,0,false
U-a09bd3,A-1b7577,S-94fa70,2024-12-20,feature_5,10,4370,0,true
U-d58983,A-1b7577,S-af430c,2024-11-16,feature_20,17,5457,1,false
U-ab5dfc,A-1b7577,S-af430c,2024-10-30,feature_37,5,2430,0,false
U-f4bdda,A-1b7577,S-d91f4c,2024-12-19,feature_24,10,5830,2,false
U-ef6b16,A-1b9609,S-34253c,2024-03-14,feature_9,15,390,0,false
U-f0aff5,A-1b9609,S-35cf1c,2024-07-24,feature_24,7,3955,0,false
U-378890,A-1b9609,S-35cf1c,2024-06-21,feature_35,15,2490,0,false
U-234207,A-1b9609,S-35cf1c,2024-07-23,feature_23,7,2506,0,false
U-f9793a,A-1b9609,S-35cf1c,2024-10-08,feature_8,15,1065,0,false
U-36855f,A-1b9609,S-412125,2024-05-14,feature_20,7,2457,0,false
U-a4df00,A-1b9609,S-412125,2024-07-12,feature_9,8,2624,0,true
U-385766,A-1b9609,S-412125,2024-01-20,feature_16,11,4983,0,true
U-54a90b,A-1b9609,S-412125,2024-04-01,feature_28,14,8008,2,false
U-3ef096,A-1b9609,S-4f3f73,2024-07-14,feature_18,13,6630,3,false
U-076602,A-1b9609,S-523cce,2024-08-20,feature_12,8,1848,0,false
U-48c418,A-1b9609,S-523cce,2024-06-05,feature_1,7,4137,0,true
U-756c76,A-1b9609,S-523cce,2023-12-08,feature_10,9,180,0,false
U-08dadd,A-1b9609,S-523cce,2024-11-20,feature_12,7,2786,0,false
U-c6dddb,A-1b9609,S-5d5699,2024-07-23,feature_33,9,3384,2,true
U-ea5eff,A-1b9609,S-5d5699,2024-06-02,feature_5,6,1164,2,false
U-a3d754,A-1b9609,S-5d5699,2024-11-04,feature_31,10,4290,0,false
U-f3cd6d,A-1b9609,S-5d5699,2024-03-20,feature_10,8,1568,0,false
U-e90446,A-1b9609,S-80016a,2024-08-22,feature_39,1,319,1,false
U-f8b2d6,A-1b9609,S-86455a,2024-06-17,feature_2,9,3024,1,false
U-37e6e7,A-1b9609,S-86455a,2024-02-16,feature_36,11,858,1,false
U-18a975,A-1b9609,S-86455a,2024-03-04,feature_21,8,280,0,false
U-b02909,A-1b9609,S-afa7a7,2024-06-21,feature_8,11,1782,0,true
U-f668df,A-1b9609,S-ba672b,2024-10-13,feature_30,20,10820,0,false
U-3e6dcc,A-1b9609,S-ba672b,2024-10-21,feature_29,15,3615,0,false
U-363ab7,A-1b9609,S-ee53e8,2024-07-09,feature_12,10,5880,0,false
U-0129ea,A-1b9609,S-ee53e8,2024-01-10,feature_5,11,6490,1,false
U-77176f,A-1b9609,S-ee53e8,2024-07-09,feature_40,8,2456,0,false
U-b29b83,A-1b9609,S-ee53e8,2024-01-06,feature_11,20,4320,0,false
U-8f4cce,A-1d5444,S-1b713e,2024-05-12,feature_1,13,2067,0,true
U-f2c024,A-1d5444,S-221db6,2024-11-19,feature_19,3,705,0,false
U-bf6b06,A-1d5444,S-221db6,2024-06-02,feature_5,19,8113,0,true
U-92b9cc,A-1d5444,S-221db6,2024-11-23,feature_7,9,2475,0,false
U-448477,A-1d5444,S-221db6,2024-07-18,feature_15,13,1716,0,false
U-17d2a7,A-1d5444,S-27552b,2024-06-07,feature_37,14,2800,0,false
U-18b787,A-1d5444,S-27552b,2024-06-11,feature_2,10,2780,0,false
U-213e55,A-1d5444,S-45ab1a,2024-05-21,feature_3,9,3438,0,false
U-c97888,A-1d5444,S-45ab1a,2024-09-02,feature_3,15,5445,1,false
U-81e7dc,A-1d5444,S-45ab1a,2024-10-28,feature_1,4,1864,0,false
U-652ab3,A-1d5444,S-45ab1a,2024-04-03,feature_21,7,4151,1,false
U-442c93,A-1d5444,S-45ab1a,2024-05-09,feature_1,15,7140,3,false
U-9ed5bd,A-1d5444,S-497d95,2024-05-07,feature_20,8,824,0,false
U-80b5df,A-1d5444,S-5619af,2024-11-25,feature_31,4,376,2,false
U-122ebc,A-1d5444,S-5619af,2024-06-06,feature_5,9,3546,0,true
U-f33b04,A-1d5444,S-5d8b88,2024-04-13,feature_11,11,6138,0,false
U-2ff768,A-1d5444,S-5d8b88,2024-04-12,feature_37,7,602,2,false
U-8abdd5,A-1d5444,S-7e5af5,2024-04-07,feature_21,7,483,0,false
U-d6f921,A-1d5444,S-7e5af5,2024-11-14,feature_23,14,3304,0,false
U-37a4f5,A-1d5444,S-c3213f,2024-09-03,feature_10,13,3913,0,false
U-efc0be,A-1d5444,S-c3d2f9,2024-04-11,feature_19,9,5004,0,true
U-03b964,A-1d5444,S-c3d2f9,2024-08-19,feature_32,4,1516,0,false
U-043333,A-1d5444,S-c3d2f9,2024-09-18,feature_21,11,5500,1,false
U-88c339,A-1d5444,S-cb3a85,2024-09-08,feature_39,6,2082,0,false
U-110ee2,A-1d5444,S-cb3a85,2024-07-23,feature_33,12,5760,1,false
U-14abe3,A-1d5444,S-cb3a85,2024-11-17,feature_38,7,2072,1,false
U-04745a,A-1d5444,S-f1778c,2024-11-22,feature_18,12,6192,3,false
U-6dbfd9,A-1d5444,S-f1778c,2024-09-26,feature_9,8,128,2,false
U-6d7c62,A-1d5444,S-f1778c,2024-04-25,feature_7,12,3084,4,false
U-1f5b69,A-1d5444,S-f1778c,2024-12-21,feature_39,13,6006,1,false
U-b074a9,A-1d5444,S-f1778c,2024-06-07,feature_24,8,4400,0,true
U-695700,A-1e1b80,S-28a4b7,2024-06-18,feature_29,11,2079,0,false
U-9457f3,A-1e1b80,S-28a4b7,2024-07-22,feature_24,7,1680,0,false
U-84065a,A-1e1b80,S-28a4b7,2024-04-18,feature_16,11,5181,3,false
U-0e2ec8,A-1e1b80,S-3bb329,2024-04-02,feature_30,7,2142,1,false
U-f6710f,A-1e1b80,S-3bb329,2024-08-01,feature_6,10,4950,2,false
U-2d1bcb,A-1e1b80,S-3bb329,2024-04-07,feature_32,17,8364,0,false
U-e3043c,A-1e1b80,S-44a646,2024-05-08,feature_18,12,2496,0,false
U-f60907,A-1e1b80,S-44a646,2024-09-19,feature_14,12,4116,0,false
U-b41b2b,A-1e1b80,S-44a646,2024-11-28,feature_36,10,3680,0,false
U-d28a29,A-1e1b80,S-44a646,2024-11-19,feature_4,12,1476,0,false
U-d1fac3,A-1e1b80,S-6def60,2024-06-17,feature_21,12,1920,0,false
U-d0c246,A-1e1b80,S-6def60,2024-09-29,feature_15,6,750,1,false
U-accdb7,A-1e1b80,S-6def60,2024-06-13,feature_30,10,5810,3,false
U-88f388,A-1e1b80,S-6def60,2024-09-21,feature_7,7,224,0,true
U-2b67cb,A-1e1b80,S-6def60,2024-02-03,feature_28,12,4296,0,false
U-04aafa,A-1e1b80,S-6def60,2024-01-25,feature_10,7,1225,0,false
U-61afac,A-1e1b80,S-7c5f3b,2023-12-15,feature_7,8,1448,1,false
U-866f38,A-1e1b80,S-7c5f3b,2024-06-24,feature_25,6,2862,2,false
U-ed5baf,A-1e1b80,S-7c5f3b,2024-10-24,feature_40,7,420,0,false
U-d57767,A-1e1b80,S-7c5f3b,2024-09-16,feature_12,11,1089,0,false
U-1be978,A-1e1b80,S-7c5f3b,2023-12-28,feature_11,8,2632,0,false
U-fc441e,A-1e1b80,S-7c5f3b,2024-04-21,feature_22,15,255,0,false
U-343205,A-1e1b80,S-9488ec,2024-02-07,feature_9,16,9568,1,false
U-12b765,A-1e1b80,S-9488ec,2024-06-25,feature_40,6,1272,2,false
U-aa1a04,A-1e1b80,S-9488ec,2023-11-14,feature_17,11,3388,0,false
U-89101f,A-1e1b80,S-9488ec,2024-03-16,feature_32,9,1287,1,false
U-501c10,A-1e1b80,S-9488ec,2024-02-14,feature_11,13,4823,1,false
U-e0e28b,A-1e1b80,S-9488ec,2024-12-18,feature_38,10,4220,0,false
U-e966b6,A-1e1b80,S-c6acda,2024-10-27,feature_5,7,2639,3,false
U-87dc50,A-1e1b80,S-c6acda,2024-11-23,feature_36,10,3100,0,false
U-43ee0d,A-1e1b80,S-c96d86,2024-06-20,feature_28,5,2715,1,false
U-c1084b,A-1e1b80,S-c96d86,2024-10-23,feature_34,11,1133,0,false
U-83d35b,A-1e1b80,S-c96d86,2024-09-08,feature_16,12,6828,2,true
U-53b8b9,A-1e1b80,S-c96d86,2024-03-08,feature_17,6,912,0,false
U-891a66,A-1e1b80,S-e301c9,2023-12-21,feature_35,9,765,0,false
U-b3dc10,A-1e1b80,S-e301c9,2024-10-05,feature_22,15,1710,0,false
U-63928a,A-1e1b80,S-ed76ff,2023-11-18,feature_20,10,1840,0,false
U-33404f,A-1e1b80,S-ed76ff,2024-07-13,feature_18,6,1434,1,false
U-4a2d28,A-1e1b80,S-ed76ff,2024-10-17,feature_26,9,3240,0,false
U-dc00ee,A-1e50e0,S-127d0b,2023-11-18,feature_26,8,1080,0,false
U-0ca239,A-1e50e0,S-127d0b,2024-06-20,feature_19,7,133,4,true
U-38f908,A-1e50e0,S-9b5676,2023-04-07,feature_19,12,1692,0,false
U-087089,A-1e50e0,S-9b5676,2024-12-10,feature_3,7,504,0,false
U-339ec5,A-1e50e0,S-9b5676,2024-01-04,feature_11,8,2192,0,false
U-dacbe0,A-1e50e0,S-de543d,2023-11-03,feature_21,6,1062,0,true
U-6d7d29,A-1e50e0,S-de543d,2023-10-23,feature_18,9,5130,0,false
U-35ff8f,A-1e50e0,S-de543d,2024-06-03,feature_11,15,3555,0,false
U-36940c,A-1e50e0,S-de543d,2023-07-03,feature_14,9,1584,1,false
U-0da438,A-1e50e0,S-de543d,2024-10-21,feature_31,12,6456,1,false
U-e5698c,A-1e50e0,S-f9c661,2024-09-06,feature_4,17,9656,0,false
U-7449cb,A-1e50e0,S-f9c661,2024-09-06,feature_14,9,4410,0,false
U-3fab37,A-1e50e0,S-f9c661,2023-11-15,feature_5,8,3912,0,false
U-dbd45f,A-1e6fc3,S-1a20b6,2024-05-31,feature_32,13,1313,0,false
U-5c5da4,A-1e6fc3,S-1a20b6,2024-09-11,feature_20,8,4320,0,false
U-8d0da0,A-1e6fc3,S-1a20b6,2024-01-25,feature_32,12,6972,0,false
U-6c974a,A-1e6fc3,S-1a20b6,2024-10-04,feature_16,12,4992,0,false
U-52c85f,A-1e6fc3,S-941e0f,2024-09-06,feature_1,15,90,0,false
U-a7fb79,A-1e6fc3,S-cb8a5c,2024-09-02,feature_12,7,3843,0,false
U-21ec87,A-1e6fc3,S-cb8a5c,2024-06-16,feature_22,3,1785,1,false
U-c43431,A-1e6fc3,S-cb8a5c,2024-06-30,feature_17,6,2748,0,false
U-9f5c97,A-1e6fc3,S-e6cfc1,2024-02-19,feature_37,8,4560,0,false
U-fcb2c5,A-1e6fc3,S-e6cfc1,2024-03-10,feature_3,13,3757,0,false
U-054d2b,A-1e6fc3,S-e6cfc1,2024-07-07,feature_23,7,889,0,false
U-5899c1,A-1e6fc3,S-e6cfc1,2024-08-08,feature_26,13,7410,0,false
U-8ed943,A-1f0636,S-2fe253,2024-04-01,feature_26,8,1720,0,false
U-796100,A-1f0636,S-2fe253,2024-09-16,feature_2,13,4589,0,false
U-de601d,A-1f0636,S-5b322c,2024-12-10,feature_8,12,168,1,true
U-1d6f87,A-1f0636,S-5b322c,2024-10-25,feature_20,9,4770,0,false
U-53edfd,A-1f0636,S-5b322c,2024-03-07,feature_19,11,4554,2,false
U-4429ba,A-1f0636,S-5b322c,2024-07-29,feature_31,12,4440,0,false
U-022b08,A-1f0636,S-5b322c,2024-06-19,feature_24,14,714,0,false
U-0ff831,A-1f0636,S-b5b39a,2024-10-24,feature_25,13,3484,1,false
U-273873,A-1f0636,S-c62428,2024-04-15,feature_12,5,1015,0,false
U-e000af,A-1f0636,S-c62428,2024-12-29,feature_39,11,6127,0,false
U-9d0875,A-1f0636,S-deb65c,2024-08-18,feature_8,5,895,0,false
U-962139,A-1f0636,S-deb65c,2024-05-30,feature_17,7,2863,0,false
U-8696be,A-1f0636,S-deb65c,2024-10-14,feature_13,14,966,2,false
U-d49d1d,A-1f0636,S-deb65c,2024-11-02,feature_4,9,3303,3,false
U-0a0755,A-1f0636,S-e9a159,2024-03-01,feature_11,15,3240,0,false
U-bd0c31,A-1f0636,S-e9a159,2024-09-23,feature_32,7,3983,0,false
U-38e7f8,A-1f0636,S-e9a159,2024-05-09,feature_25,8,4120,0,true
U-bf5948,A-1f0636,S-ed75af,2024-03-16,feature_34,13,6630,0,false
U-07941f,A-1f0636,S-ed75af,2024-10-07,feature_33,13,1521,1,false
U-db55bf,A-1f0636,S-ed75af,2024-12-18,feature_25,13,4784,0,false
U-e8eb33,A-1f0636,S-ed75af,2024-05-02,feature_14,14,3402,0,false
U-6f90db,A-1f0636,S-edc542,2024-05-05,feature_28,14,350,0,false
U-9b9eba,A-1f0636,S-edc542,2024-03-13,feature_22,9,3933,0,false
U-4589e8,A-1f0636,S-edc542,2024-11-29,feature_20,7,588,0,false
U-f8869d,A-1f0636,S-edc542,2024-12-20,feature_13,6,2466,0,false
U-6d3ff0,A-1f0636,S-efeb9b,2024-03-26,feature_34,7,1505,0,false
U-5b968a,A-1f0636,S-efeb9b,2024-07-31,feature_27,6,3138,0,false
U-d69eb2,A-1f0636,S-f3c329,2024-04-24,feature_25,8,3152,0,false
U-c5f5e7,A-1f0636,S-f3c329,2024-07-05,feature_14,7,1862,0,false
U-fb1eda,A-1f0636,S-f3c329,2024-07-18,feature_5,11,2178,0,false
U-28af0e,A-1f0636,S-f3c329,2024-11-15,feature_12,11,4488,1,false
U-2ab1ed,A-1f0636,S-f3c329,2024-06-03,feature_5,13,208,0,false
U-89e48e,A-1f0ac7,S-12ed58,2024-09-26,feature_40,4,2332,1,false
U-c44153,A-1f0ac7,S-12ed58,2024-07-04,feature_1,3,837,0,false
U-fa4793,A-1f0ac7,S-12ed58,2023-12-05,feature_25,9,4896,1,false
U-6cf125,A-1f0ac7,S-327a60,2024-08-31,feature_39,6,1752,0,false
U-c7e668,A-1f0ac7,S-327a60,2024-01-08,feature_20,13,4420,0,false
U-d6066a,A-1f0ac7,S-329803,2024-09-21,feature_6,8,1672,0,false
U-f65ca5,A-1f0ac7,S-329803,2024-03-04,feature_38,15,2940,0,false
U-02aded,A-1f0ac7,S-329803,2023-12-24,feature_24,6,1896,0,false
U-50ae99,A-1f0ac7,S-329803,2024-04-03,feature_25,11,6061,0,false
U-511279,A-1f0ac7,S-90229f,2024-10-16,feature_38,8,488,0,true
U-27d0c5,A-1f0ac7,S-da7f1f,2024-09-15,feature_15,12,2940,2,false
U-9c50f6,A-1f0ac7,S-da7f1f,2024-07-29,feature_37,10,3280,1,false
U-b0ed51,A-1f0ac7,S-da7f1f,2024-06-22,feature_35,11,693,1,false
U-3e7987,A-1f0ac7,S-da7f1f,2024-06-09,feature_9,8,336,0,false
U-432d21,A-1f0ac7,S-e7e4bd,2024-06-05,feature_33,7,3717,0,false
U-f73041,A-1f0ac7,S-e7e4bd,2024-12-04,feature_31,14,4256,2,false
U-06028f,A-1f0ac7,S-e7e4bd,2024-09-20,feature_40,5,1730,0,false
U-1017f2,A-1f0ac7,S-e7e4bd,2024-12-11,feature_27,6,3264,1,false
U-a8f104,A-1f0ac7,S-e7e4bd,2024-07-17,feature_22,9,2565,3,false
U-7d32fc,A-1f0ac7,S-e7e4bd,2024-12-03,feature_37,8,2824,0,false
U-53a147,A-1f0ac7,S-e7e4bd,2024-01-13,feature_13,10,820,0,false
U-3b56df,A-1f0ac7,S-fccc09,2024-10-22,feature_13,9,2016,0,false
U-2a9dc6,A-1f0ac7,S-fccc09,2024-05-22,feature_37,11,1771,1,false
U-fc6d1a,A-1f0ac7,S-fccc09,2023-12-06,feature_40,15,1980,0,false
U-967624,A-1f559b,S-1a5fa7,2024-04-22,feature_24,9,3744,0,false
U-a50dad,A-1f559b,S-6754a4,2023-12-31,feature_10,15,8205,1,false
U-3b4a52,A-1f559b,S-6754a4,2024-04-18,feature_4,14,2660,1,false
U-2682db,A-1f559b,S-6754a4,2023-12-16,feature_40,7,3451,3,false
U-c7adae,A-1f559b,S-6754a4,2023-12-18,feature_34,7,3605,0,false
U-3856ed,A-1f559b,S-6754a4,2024-08-28,feature_21,14,4592,1,false
U-74ba23,A-1f559b,S-76bf6c,2023-12-16,feature_30,13,2613,0,false
U-b25692,A-1f559b,S-a2f231,2024-11-14,feature_20,9,126,0,false
U-6005bf,A-1f559b,S-a2f231,2024-07-30,feature_19,12,4464,0,false
U-b8653c,A-1f559b,S-a2f231,2024-08-08,feature_12,10,1040,1,true
U-bbdbfd,A-1f559b,S-a2f231,2023-12-31,feature_2,12,6552,1,false
U-0e06f3,A-1f559b,S-d26ee3,2023-12-24,feature_38,6,1728,0,true
U-956a2d,A-1f559b,S-dacbda,2024-01-05,feature_9,10,5500,0,false
U-8adf6f,A-1f559b,S-dacbda,2024-11-15,feature_12,11,6534,1,true
U-f19ee5,A-1f559b,S-ddf5ff,2024-10-03,feature_32,10,720,0,false
U-64a10b,A-1f559b,S-ddf5ff,2024-11-06,feature_6,13,1612,0,false
U-2ea5f7,A-1f559b,S-ddf5ff,2024-01-28,feature_22,8,4688,1,false
U-ec0a30,A-1f559b,S-e3b379,2024-02-09,feature_37,4,2112,0,false
U-662a0a,A-1f559b,S-e3b379,2024-11-01,feature_37,11,2640,3,false
U-e5ca9a,A-1f559b,S-e3b379,2024-11-21,feature_39,12,6300,0,false
U-597cc6,A-1f559b,S-f690e0,2024-05-03,feature_5,11,495,0,false
U-8fa35b,A-1f559b,S-f690e0,2024-07-30,feature_9,10,760,0,false
U-dd09b2,A-1f7acb,S-2636a7,2024-03-02,feature_2,14,6174,0,true
U-173224,A-1f7acb,S-2636a7,2023-09-13,feature_19,9,1197,0,false
U-f5bbe7,A-1f7acb,S-2636a7,2023-11-23,feature_20,14,5894,0,true
U-61e08f,A-1f7acb,S-2636a7,2024-07-07,feature_34,10,4880,0,false
U-21511f,A-1f7acb,S-2636a7,2024-11-24,feature_25,8,4776,3,false
U-400788,A-1f7acb,S-3bc591,2024-06-21,feature_37,12,5952,0,false
U-f93daa,A-1f7acb,S-3bc591,2024-07-08,feature_32,6,2922,0,false
U-897e74,A-1f7acb,S-3bc591,2024-09-08,feature_8,11,5291,1,false
U-cb9673,A-1f7acb,S-3bc591,2024-10-31,feature_39,13,676,0,false
U-8d1bf5,A-1f7acb,S-3bc591,2024-04-20,feature_35,13,2418,0,false
U-ad18b8,A-1f7acb,S-768196,2023-12-06,feature_32,10,4290,0,false
U-f11601,A-1f7acb,S-768196,2024-08-29,feature_2,13,1508,0,false
U-eada8a,A-1f7acb,S-96fb48,2024-06-03,feature_9,6,966,5,false
U-5c07ed,A-1f7acb,S-96fb48,2024-09-23,feature_11,7,4032,4,false
U-73cc7d,A-1f7acb,S-96fb48,2024-12-13,feature_18,11,1529,0,true
U-cfbe65,A-1f7acb,S-96fb48,2024-04-22,feature_25,11,5819,2,false
U-a7201f,A-1f7acb,S-9fa49b,2024-04-15,feature_36,7,3416,0,false
U-d77111,A-1f7acb,S-9fa49b,2023-11-11,feature_38,11,539,0,false
U-999413,A-1f7acb,S-9fa49b,2024-05-14,feature_1,10,4570,2,true
U-45c5c9,A-1f7acb,S-9fa49b,2024-03-19,feature_32,13,2405,0,false
U-3b9b02,A-1f7acb,S-9fa49b,2024-06-24,feature_8,20,520,0,false
U-e1ad77,A-1f7acb,S-9fa49b,2024-01-08,feature_16,4,1940,0,false
U-9d5c54,A-1f7acb,S-9fa49b,2024-06-08,feature_40,8,832,2,false
U-72fa2c,A-1f7acb,S-e63c67,2024-07-13,feature_8,7,2170,2,false
U-836c26,A-1f7acb,S-e63c67,2023-10-26,feature_15,7,735,1,false
U-04d411,A-1f7acb,S-e63c67,2023-09-02,feature_1,13,7306,1,false
U-16fe0e,A-1f7acb,S-e63c67,2024-07-24,feature_12,13,1482,0,false
U-97bf26,A-1f7acb,S-e63c67,2023-11-01,feature_18,8,1832,0,false
U-914007,A-1f7acb,S-e63c67,2024-02-16,feature_32,9,3465,0,false
U-38caac,A-1f7acb,S-e63c67,2024-03-16,feature_2,5,2460,4,false
U-2021a6,A-1f7acb,S-e63c67,2024-09-06,feature_24,10,2320,0,false
U-ffb665,A-1f7acb,S-e63c67,2024-06-06,feature_9,9,2817,0,false
U-ce4d4e,A-1f7acb,S-e63c67,2024-06-25,feature_15,10,1400,0,true
U-dd61a0,A-1f7acb,S-eb8b81,2024-09-09,feature_4,8,2120,0,false
U-98ede9,A-1f7acb,S-eb8b81,2023-12-15,feature_15,12,5064,1,false
U-44b239,A-1f7acb,S-eb8b81,2024-08-22,feature_20,12,6108,5,false
U-d8c470,A-1f7acb,S-eb8b81,2023-10-19,feature_32,10,3900,0,false
U-a20e3b,A-1f7acb,S-eb8b81,2024-09-10,feature_1,3,270,0,false
U-41b7cb,A-1f7acb,S-f4a3ac,2024-05-19,feature_25,4,408,0,false
U-6f84ee,A-1f7acb,S-f4a3ac,2023-12-08,feature_9,5,1940,0,false
U-b302a2,A-1f7acb,S-f4a3ac,2023-11-16,feature_8,8,1536,0,false
U-b14f94,A-202b67,S-008cab,2024-10-26,feature_14,10,1410,3,false
U-1e45f4,A-202b67,S-008cab,2024-06-07,feature_6,11,4851,0,false
U-9aea9c,A-202b67,S-008cab,2024-12-26,feature_12,7,1771,0,false
U-8e560a,A-202b67,S-008cab,2024-12-28,feature_24,10,4620,2,false
U-28fa6d,A-202b67,S-008cab,2024-09-12,feature_20,9,2034,0,false
U-6747cc,A-202b67,S-008cab,2024-06-01,feature_18,10,2620,2,false
U-0ddace,A-202b67,S-36b46e,2024-07-29,feature_37,5,330,0,true
U-4032fb,A-202b67,S-36b46e,2024-12-05,feature_30,12,4860,1,false
U-a7c2c3,A-202b67,S-540cee,2024-07-11,feature_9,12,108,0,true
U-09578b,A-202b67,S-540cee,2024-10-12,feature_26,9,4230,0,false
U-5be76c,A-202b67,S-540cee,2024-05-28,feature_16,12,3060,0,false
U-34f6cb,A-202b67,S-540cee,2024-08-25,feature_4,12,3192,0,true
U-891367,A-202b67,S-6cd38d,2024-10-23,feature_35,10,680,2,false
U-cdb774,A-202b67,S-93592e,2024-06-02,feature_37,10,2330,0,false
U-82573c,A-202b67,S-93592e,2024-06-08,feature_2,7,1078,2,false
U-045684,A-202b67,S-bff8c5,2024-12-07,feature_10,8,360,0,false
U-637da8,A-202b67,S-bff8c5,2024-12-05,feature_21,13,2704,0,false
U-394f72,A-202b67,S-bff8c5,2024-12-13,feature_16,8,2760,0,false
U-6dad49,A-202b67,S-ede33a,2024-06-28,feature_32,13,741,0,false
U-311b92,A-202b67,S-f703bd,2024-11-12,feature_7,6,3498,0,false
U-e472e4,A-202b67,S-f703bd,2024-08-12,feature_5,8,2776,1,false
U-2a26b9,A-20736a,S-62f5b1,2024-09-15,feature_4,5,2660,0,false
U-f81364,A-20736a,S-62f5b1,2024-12-29,feature_14,14,5502,1,false
U-599abd,A-20736a,S-b95c5c,2024-12-27,feature_19,4,2036,0,true
U-40f314,A-20736a,S-bedd26,2024-08-21,feature_27,11,1793,1,false
U-b49e4d,A-20736a,S-bedd26,2024-10-14,feature_3,6,2442,0,true
U-22b6d6,A-20736a,S-f57b2b,2024-05-20,feature_3,9,3528,0,false
U-696bd0,A-20736a,S-f9f7af,2024-06-19,feature_19,8,400,2,false
U-652c28,A-20736a,S-f9f7af,2024-06-28,feature_21,13,7345,0,false
U-d305f6,A-22d9d2,S-0aed9e,2024-07-25,feature_11,12,7104,0,false
U-bc1741,A-22d9d2,S-0aed9e,2024-06-14,feature_11,13,7787,0,false
U-cf4bd7,A-22d9d2,S-142456,2024-04-08,feature_1,11,946,2,false
U-f7649b,A-22d9d2,S-142456,2024-08-16,feature_10,11,3311,0,true
U-fc6e24,A-22d9d2,S-142456,2024-04-18,feature_5,9,2808,0,false
U-e47dfe,A-22d9d2,S-142456,2024-10-18,feature_6,9,4707,1,false
U-56bd7d,A-22d9d2,S-1ade0b,2024-11-22,feature_15,15,105,0,false
U-329548,A-22d9d2,S-2f0815,2024-10-04,feature_25,5,920,0,false
U-9129a3,A-22d9d2,S-3c853b,2024-09-30,feature_12,11,4521,1,true
U-b01e54,A-22d9d2,S-455183,2024-12-13,feature_10,9,2061,0,false
U-4b40ac,A-22d9d2,S-455183,2024-11-23,feature_24,13,4329,0,false
U-4d61df,A-22d9d2,S-455183,2024-04-13,feature_9,11,5588,2,false
U-5f0efa,A-22d9d2,S-455183,2024-07-11,feature_30,14,462,0,false
U-613c3f,A-22d9d2,S-5d6528,2024-05-04,feature_40,7,1624,3,false
U-269de0,A-22d9d2,S-5d6528,2024-05-31,feature_10,11,1133,2,false
U-27e187,A-22d9d2,S-7cf7c6,2024-05-01,feature_6,11,2915,0,false
U-2c92e1,A-22d9d2,S-ca6962,2024-06-09,feature_23,7,2975,0,true
U-d8a502,A-22d9d2,S-ca6962,2024-09-28,feature_9,9,4257,1,false
U-30fc5b,A-22d9d2,S-ca6962,2024-10-23,feature_38,13,3432,0,false
U-cb92b8,A-22d9d2,S-ca6962,2024-04-01,feature_10,10,1160,0,false
U-1a1ffa,A-22d9d2,S-ca6962,2024-05-24,feature_13,11,5093,0,false
U-8d97a6,A-22d9d2,S-ca6962,2024-04-07,feature_23,10,4160,0,false
U-843e07,A-22d9d2,S-ca6962,2024-04-26,feature_4,4,1988,3,false
U-a5b278,A-22d9d2,S-cdcf4a,2024-07-29,feature_13,14,3430,0,false
U-8f0903,A-22d9d2,S-cdcf4a,2024-05-15,feature_19,15,6525,0,false
U-d715be,A-22d9d2,S-cdcf4a,2024-07-23,feature_12,13,1651,0,false
U-d9a28b,A-22d9d2,S-cdcf4a,2024-12-20,feature_37,11,407,0,false
U-b8cd4b,A-22d9d2,S-d9d52b,2024-11-24,feature_32,13,6526,0,true
U-14a05a,A-22d9d2,S-d9d52b,2024-10-11,feature_14,7,2429,3,true
U-1f4d5c,A-22d9d2,S-d9d52b,2024-08-23,feature_22,7,805,0,false
U-8be649,A-22d9d2,S-d9d52b,2024-12-07,feature_24,9,3393,5,false
U-df7da8,A-22d9d2,S-eed91a,2024-06-02,feature_6,10,4920,0,false
U-f8ea9b,A-22d9d2,S-eed91a,2024-08-12,feature_34,11,5753,0,false
U-32b8d5,A-22d9d2,S-eed91a,2024-06-12,feature_26,10,5790,0,false
U-75b454,A-22d9d2,S-f9b284,2024-11-05,feature_3,12,1344,3,false
U-63a995,A-241e75,S-2d0c1f,2024-12-13,feature_39,10,3800,0,false
U-9031a6,A-241e75,S-aa5f00,2024-10-17,feature_27,8,3656,0,false
U-13a2d0,A-241e75,S-aa5f00,2024-09-23,feature_35,11,4235,0,false
U-b2b0cb,A-241e75,S-e7e013,2024-07-27,feature_24,11,1133,3,false
U-ebc019,A-241e75,S-fe910d,2024-11-30,feature_8,15,8325,0,false
U-1f0344,A-241e75,S-fe910d,2024-12-09,feature_24,6,312,0,false
U-ca58e1,A-2446e3,S-3d6b69,2024-06-21,feature_1,13,2119,0,false
U-189a17,A-2446e3,S-3d6b69,2024-04-17,feature_39,10,4150,2,false
U-00c5d2,A-2446e3,S-3d6b69,2024-10-10,feature_7,16,1792,0,false
U-95b2a8,A-2446e3,S-3d6b69,2024-02-03,feature_27,10,1650,0,true
U-640b6c,A-2446e3,S-3d6b69,2024-02-03,feature_8,9,1656,0,false
U-e377bf,A-2446e3,S-6587d8,2024-11-04,feature_7,8,4248,0,false
U-970502,A-2446e3,S-6587d8,2024-08-16,feature_36,8,296,0,false
