reporting_month,account_id,account_status,plan_tier,mrr_amount,usage_flag
2024-08-01,A-3be56b,active,Basic,703,true
2024-09-01,A-3be56b,active,Basic,703,true
2024-10-01,A-3be56b,active,Basic,703,true
2024-11-01,A-3be56b,active,Basic,703,true
2024-12-01,A-3be56b,active,Basic,380,true
2023-08-01,A-3c1a3f,trial,Basic,0,false
2023-09-01,A-3c1a3f,trial,Basic,0,true
2023-10-01,A-3c1a3f,trial,Basic,0,true
2023-11-01,A-3c1a3f,trial,Basic,0,true
2023-12-01,A-3c1a3f,active,Pro,5771,true
2024-01-01,A-3c1a3f,active,Pro,5771,false
2024-02-01,A-3c1a3f,active,Pro,5771,true
2024-03-01,A-3c1a3f,active,Basic,76,true
2024-04-01,A-3c1a3f,active,Enterprise,398,true
2024-05-01,A-3c1a3f,active,Pro,931,false
2024-06-01,A-3c1a3f,active,Pro,931,true
2024-07-01,A-3c1a3f,active,Pro,931,true
2024-08-01,A-3c1a3f,active,Pro,931,true
2024-09-01,A-3c1a3f,active,Enterprise,597,true
2024-10-01,A-3c1a3f,active,Basic,133,true
2024-11-01,A-3c1a3f,active,Basic,133,true
2024-12-01,A-3c1a3f,active,Basic,133,true
2024-01-01,A-3cc791,trial,Basic,0,false
2024-02-01,A-3cc791,trial,Basic,0,true
2024-03-01,A-3cc791,active,Enterprise,1194,true
2024-04-01,A-3cc791,active,Basic,304,false
2024-05-01,A-3cc791,active,Pro,588,true
2024-06-01,A-3cc791,active,Enterprise,4378,true
2024-07-01,A-3cc791,active,Pro,294,true
2024-08-01,A-3cc791,active,Pro,294,true
2024-09-01,A-3cc791,active,Pro,294,true
2024-10-01,A-3cc791,active,Pro,294,true
2024-11-01,A-3cc791,active,Pro,294,true
2024-12-01,A-3cc791,active,Pro,1764,false
2023-12-01,A-3ce5b8,active,Pro,9261,true
2024-01-01,A-3ce5b8,active,Pro,9261,true
2024-02-01,A-3ce5b8,active,Pro,392,false
2024-03-01,A-3ce5b8,active,Pro,1764,true
2024-04-01,A-3ce5b8,active,Enterprise,2786,true
2024-05-01,A-3ce5b8,active,Basic,703,true
2024-06-01,A-3ce5b8,active,Enterprise,1592,true
2024-07-01,A-3ce5b8,active,Enterprise,1592,true
2024-08-01,A-3ce5b8,active,Enterprise,1592,true
2024-09-01,A-3ce5b8,active,Basic,152,true
2024-10-01,A-3ce5b8,active,Enterprise,152,true
2024-11-01,A-3ce5b8,active,Enterprise,152,true
2024-12-01,A-3ce5b8,active,Enterprise,152,true
2024-07-01,A-3d957b,active,Pro,1421,false
2024-08-01,A-3d957b,active,Basic,1387,false
2024-09-01,A-3d957b,active,Basic,1387,false
2024-10-01,A-3d957b,active,Enterprise,2786,true
2024-11-01,A-3d957b,active,Enterprise,2786,false
2024-12-01,A-3d957b,active,Enterprise,2786,false
2024-06-01,A-3f9cc0,active,Basic,418,false
2024-07-01,A-3f9cc0,active,Enterprise,4378,true
2024-08-01,A-3f9cc0,active,Enterprise,5970,true
2024-09-01,A-3f9cc0,active,Enterprise,5970,true
2024-10-01,A-3f9cc0,active,Enterprise,5970,false
2024-11-01,A-3f9cc0,active,Enterprise,5970,false
2024-12-01,A-3f9cc0,active,Enterprise,5970,true
2024-05-01,A-40906c,trial,Basic,0,false
2024-06-01,A-40906c,active,Enterprise,1748,true
2024-07-01,A-40906c,active,Enterprise,1748,true
2024-08-01,A-40906c,active,Enterprise,1748,true
2024-09-01,A-40906c,active,Pro,4508,true
2024-10-01,A-40906c,active,Basic,1748,true
2024-11-01,A-40906c,active,Enterprise,18308,true
2024-12-01,A-40906c,active,Pro,4508,true
2024-01-01,A-40a557,active,Enterprise,3184,true
2024-02-01,A-40a557,active,Enterprise,3184,true
2024-03-01,A-40a557,active,Enterprise,10945,true
2024-04-01,A-40a557,active,Enterprise,10945,true
2024-05-01,A-40a557,active,Enterprise,10945,true
2024-06-01,A-40a557,active,Basic,475,true
2024-07-01,A-40a557,active,Basic,475,true
2024-08-01,A-40a557,active,Basic,475,true
2024-09-01,A-40a557,active,Pro,475,true
2024-10-01,A-40a557,active,Pro,475,true
2024-11-01,A-40a557,active,Pro,784,false
2024-12-01,A-40a557,active,Enterprise,3184,true
2023-06-01,A-40de06,active,Basic,1178,true
2023-07-01,A-40de06,active,Basic,1178,true
2023-08-01,A-40de06,active,Basic,1178,true
2023-09-01,A-40de06,active,Pro,1372,true
2023-10-01,A-40de06,active,Pro,1372,true
2023-11-01,A-40de06,active,Basic,532,true
2023-12-01,A-40de06,active,Enterprise,5572,true
2024-01-01,A-40de06,active,Enterprise,5572,true
2024-02-01,A-40de06,active,Enterprise,5572,true
2024-03-01,A-40de06,active,Pro,1372,true
2024-04-01,A-40de06,active,Pro,1372,false
2024-05-01,A-40de06,active,Pro,1372,true
2024-06-01,A-40de06,active,Enterprise,1372,true
2024-07-01,A-40de06,trial,Pro,0,true
2024-08-01,A-40de06,active,Pro,1372,true
2024-09-01,A-40de06,active,Basic,1140,true
2024-10-01,A-40de06,active,Enterprise,5572,true
2024-11-01,A-40de06,active,Basic,532,true
2024-12-01,A-40de06,active,Basic,532,true
2024-11-01,A-410e86,active,Enterprise,4776,false
2024-12-01,A-410e86,active,Enterprise,4776,true
2023-07-01,A-417d2f,active,Enterprise,10149,true
2023-08-01,A-417d2f,active,Basic,703,true
2023-09-01,A-417d2f,active,Basic,703,true
2023-10-01,A-417d2f,active,Basic,703,true
2023-11-01,A-417d2f,active,Basic,703,true
2023-12-01,A-417d2f,active,Enterprise,796,true
2024-01-01,A-417d2f,active,Basic,266,false
2024-02-01,A-417d2f,active,Enterprise,5174,true
2024-03-01,A-417d2f,active,Pro,637,true
2024-04-01,A-417d2f,active,Pro,637,true
2024-05-01,A-417d2f,active,Pro,637,true
2024-06-01,A-417d2f,active,Pro,196,true
2024-07-01,A-417d2f,active,Pro,196,true
2024-08-01,A-417d2f,active,Pro,196,true
2024-09-01,A-417d2f,active,Enterprise,196,true
2024-10-01,A-417d2f,active,Basic,703,true
2024-11-01,A-417d2f,active,Basic,703,true
2024-12-01,A-417d2f,active,Pro,1617,true
2023-06-01,A-425e76,active,Basic,532,false
2023-07-01,A-425e76,active,Pro,392,false
2023-08-01,A-425e76,active,Enterprise,6368,true
2023-09-01,A-425e76,active,Enterprise,6368,true
2023-10-01,A-425e76,active,Enterprise,6368,false
2023-11-01,A-425e76,active,Pro,3479,false
2023-12-01,A-425e76,active,Pro,3479,true
2024-01-01,A-425e76,active,Pro,3479,true
2024-02-01,A-425e76,active,Pro,3479,true
2024-03-01,A-425e76,active,Pro,3479,true
2024-04-01,A-425e76,active,Basic,152,true
2024-05-01,A-425e76,active,Basic,513,true
2024-06-01,A-425e76,active,Basic,513,true
2024-07-01,A-425e76,active,Basic,703,true
2024-08-01,A-425e76,active,Enterprise,1791,true
2024-09-01,A-425e76,active,Enterprise,1791,true
2024-10-01,A-425e76,active,Enterprise,1791,true
2024-11-01,A-425e76,active,Enterprise,1791,false
2024-12-01,A-425e76,active,Enterprise,1791,true
2024-09-01,A-427b69,active,Pro,5174,false
2024-10-01,A-427b69,active,Pro,833,false
2024-11-01,A-427b69,active,Pro,833,true
2024-12-01,A-427b69,active,Basic,323,true
2024-06-01,A-42b791,active,Pro,1421,true
2024-07-01,A-42b791,active,Pro,1421,true
2024-08-01,A-42b791,active,Pro,1421,false
2024-09-01,A-42b791,active,Pro,1421,true
2024-10-01,A-42b791,active,Basic,513,true
2024-11-01,A-42b791,active,Pro,1078,true
2024-12-01,A-42b791,active,Basic,380,true
2024-07-01,A-42e5e1,active,Pro,49,true
2024-08-01,A-42e5e1,active,Basic,19,true
2024-09-01,A-42e5e1,active,Basic,19,true
2024-10-01,A-42e5e1,active,Basic,4378,true
2024-11-01,A-42e5e1,active,Pro,490,true
2024-12-01,A-42e5e1,active,Pro,490,true
2023-04-01,A-432483,active,Basic,245,true
2023-05-01,A-432483,active,Basic,245,false
2023-06-01,A-432483,active,Basic,245,true
2023-07-01,A-432483,active,Basic,245,false
2023-08-01,A-432483,active,Basic,245,true
2023-09-01,A-432483,active,Enterprise,1990,false
2023-10-01,A-432483,active,Enterprise,1990,false
2023-11-01,A-432483,active,Enterprise,1990,true
2023-12-01,A-432483,active,Pro,931,true
2024-01-01,A-432483,active,Enterprise,8159,true
2024-02-01,A-432483,active,Enterprise,8159,true
2024-03-01,A-432483,active,Enterprise,8159,true
2024-04-01,A-432483,active,Enterprise,8159,true
2024-05-01,A-432483,active,Pro,392,true
2024-06-01,A-432483,active,Pro,392,true
2024-07-01,A-432483,active,Pro,392,true
2024-08-01,A-432483,active,Pro,392,true
2024-09-01,A-432483,active,Pro,637,true
2024-10-01,A-432483,active,Pro,637,true
2024-11-01,A-432483,active,Pro,1519,true
2024-12-01,A-432483,active,Pro,1519,true
2024-03-01,A-439b2f,active,Basic,133,true
2024-04-01,A-439b2f,active,Pro,133,false
2024-05-01,A-439b2f,active,Enterprise,199,true
2024-06-01,A-439b2f,active,Enterprise,199,true
2024-07-01,A-439b2f,active,Basic,76,true
2024-08-01,A-439b2f,active,Basic,76,true
2024-09-01,A-439b2f,active,Basic,76,false
2024-10-01,A-439b2f,active,Basic,76,false
2024-11-01,A-439b2f,active,Basic,76,false
2024-12-01,A-439b2f,active,Pro,1274,true
2023-09-01,A-43a9e3,active,Basic,418,false
2023-10-01,A-43a9e3,active,Basic,418,true
2023-11-01,A-43a9e3,active,Basic,342,false
2023-12-01,A-43a9e3,active,Basic,342,true
2024-01-01,A-43a9e3,active,Basic,342,true
2024-02-01,A-43a9e3,active,Pro,882,true
2024-03-01,A-43a9e3,active,Basic,513,true
2024-04-01,A-43a9e3,active,Basic,513,true
2024-05-01,A-43a9e3,active,Basic,513,false
2024-06-01,A-43a9e3,active,Basic,513,true
2024-07-01,A-43a9e3,active,Pro,882,true
2024-08-01,A-43a9e3,active,Pro,882,true
2024-09-01,A-43a9e3,active,Pro,882,true
2024-10-01,A-43a9e3,active,Pro,882,true
2024-11-01,A-43a9e3,active,Pro,882,true
2024-12-01,A-43a9e3,active,Pro,882,true
2023-11-01,A-4437e4,active,Basic,0,true
2023-12-01,A-4437e4,active,Basic,0,true
2024-01-01,A-4437e4,active,Basic,0,true
2024-02-01,A-4437e4,active,Pro,1323,true
2024-03-01,A-4437e4,active,Pro,1323,true
2024-04-01,A-4437e4,active,Enterprise,597,true
2024-05-01,A-4437e4,active,Enterprise,597,true
2024-06-01,A-4437e4,active,Enterprise,597,true
2024-07-01,A-4437e4,active,Enterprise,3184,false
2024-08-01,A-4437e4,active,Pro,2189,true
2024-09-01,A-4437e4,active,Pro,2189,true
2024-10-01,A-4437e4,active,Enterprise,1194,true
2024-11-01,A-4437e4,active,Enterprise,1194,true
2024-12-01,A-4437e4,active,Basic,171,true
2024-09-01,A-443b7c,active,Basic,684,true
2024-10-01,A-443b7c,active,Pro,637,true
2024-11-01,A-443b7c,active,Basic,152,true
2024-12-01,A-443b7c,active,Basic,152,true
2024-12-01,A-443f6f,active,Basic,361,true
2024-06-01,A-44dc83,active,Basic,456,true
2024-07-01,A-44dc83,active,Basic,456,true
2024-08-01,A-44dc83,active,Basic,456,false
2024-09-01,A-44dc83,trial,Enterprise,0,true
2024-10-01,A-44dc83,trial,Enterprise,0,true
2024-11-01,A-44dc83,trial,Enterprise,0,false
2024-12-01,A-44dc83,trial,Enterprise,0,false
2023-08-01,A-45ce7a,active,Pro,784,true
2023-09-01,A-45ce7a,active,Pro,784,true
2023-10-01,A-45ce7a,active,Pro,784,true
2023-11-01,A-45ce7a,active,Pro,784,true
2023-12-01,A-45ce7a,active,Pro,784,true
2024-01-01,A-45ce7a,active,Pro,784,true
2024-02-01,A-45ce7a,active,Basic,342,true
2024-03-01,A-45ce7a,active,Enterprise,3184,true
2024-04-01,A-45ce7a,active,Pro,418,true
2024-05-01,A-45ce7a,active,Pro,418,true
2024-06-01,A-45ce7a,active,Pro,418,true
2024-07-01,A-45ce7a,active,Pro,418,true
2024-08-01,A-45ce7a,active,Pro,418,true
2024-09-01,A-45ce7a,active,Basic,304,true
2024-10-01,A-45ce7a,active,Basic,304,true
2024-11-01,A-45ce7a,active,Enterprise,3184,false
2024-12-01,A-45ce7a,active,Enterprise,3184,true
2024-01-01,A-462d45,active,Basic,1691,false
2024-02-01,A-462d45,active,Pro,10348,true
2024-03-01,A-462d45,active,Pro,882,true
2024-04-01,A-462d45,active,Basic,1159,true
2024-05-01,A-462d45,active,Pro,931,true
2024-06-01,A-462d45,active,Pro,931,true
2024-07-01,A-462d45,active,Pro,931,true
2024-08-01,A-462d45,active,Enterprise,2786,true
2024-09-01,A-462d45,active,Basic,2786,true
2024-10-01,A-462d45,active,Basic,2786,true
2024-11-01,A-462d45,active,Pro,2989,true
2024-12-01,A-462d45,active,Pro,1470,true
2024-12-01,A-463db0,active,Pro,735,true
2023-12-01,A-474ad4,active,Basic,323,true
2024-01-01,A-474ad4,active,Pro,441,true
2024-02-01,A-474ad4,active,Pro,441,true
2024-03-01,A-474ad4,active,Pro,2597,true
2024-04-01,A-474ad4,active,Basic,152,true
2024-05-01,A-474ad4,active,Basic,152,true
2024-06-01,A-474ad4,active,Basic,152,true
2024-07-01,A-474ad4,active,Enterprise,833,true
2024-08-01,A-474ad4,active,Enterprise,833,true
2024-09-01,A-474ad4,active,Pro,392,true
2024-10-01,A-474ad4,active,Pro,392,true
2024-11-01,A-474ad4,active,Enterprise,1592,true
2024-12-01,A-474ad4,active,Enterprise,4776,true
2024-09-01,A-4814a3,active,Pro,4263,false
2024-10-01,A-4814a3,active,Enterprise,17313,true
2024-11-01,A-4814a3,active,Enterprise,17313,true
2024-12-01,A-4814a3,active,Pro,4263,true
2023-02-01,A-484819,active,Enterprise,3582,false
2023-03-01,A-484819,active,Enterprise,3582,true
2023-04-01,A-484819,active,Enterprise,3582,true
2023-05-01,A-484819,active,Enterprise,3582,true
2023-06-01,A-484819,active,Basic,342,false
2023-07-01,A-484819,active,Basic,342,false
2023-08-01,A-484819,active,Basic,342,true
2023-09-01,A-484819,active,Basic,342,true
2023-10-01,A-484819,active,Basic,342,true
2023-11-01,A-484819,active,Basic,342,true
2023-12-01,A-484819,active,Basic,342,false
2024-01-01,A-484819,active,Enterprise,3582,true
2024-02-01,A-484819,active,Enterprise,3582,true
2024-03-01,A-484819,active,Enterprise,3582,true
2024-04-01,A-484819,active,Enterprise,3582,false
2024-05-01,A-484819,active,Enterprise,5174,false
2024-06-01,A-484819,active,Enterprise,5174,true
2024-07-01,A-484819,active,Basic,418,true
2024-08-01,A-484819,active,Basic,418,true
2024-09-01,A-484819,active,Basic,418,true
2024-10-01,A-484819,active,Basic,418,false
2024-11-01,A-484819,active,Enterprise,3582,true
2024-12-01,A-484819,active,Enterprise,3582,true
2023-05-01,A-49b828,active,Basic,171,true
2023-06-01,A-49b828,active,Basic,171,true
2023-07-01,A-49b828,active,Basic,171,true
2023-08-01,A-49b828,active,Enterprise,4975,true
2023-09-01,A-49b828,active,Enterprise,4975,true
2023-10-01,A-49b828,active,Enterprise,9751,true
2023-11-01,A-49b828,active,Enterprise,9751,true
2023-12-01,A-49b828,active,Enterprise,6169,true
2024-01-01,A-49b828,active,Enterprise,6169,true
2024-02-01,A-49b828,active,Basic,456,true
2024-03-01,A-49b828,active,Pro,1470,false
2024-04-01,A-49b828,active,Pro,1225,true
2024-05-01,A-49b828,active,Pro,1225,true
2024-06-01,A-49b828,active,Pro,1225,true
2024-07-01,A-49b828,active,Enterprise,1194,true
2024-08-01,A-49b828,active,Pro,686,true
2024-09-01,A-49b828,active,Pro,686,true
2024-10-01,A-49b828,active,Pro,490,true
2024-11-01,A-49b828,active,Enterprise,3980,true
2024-12-01,A-49b828,active,Enterprise,3980,true
2024-05-01,A-4a267b,active,Enterprise,5771,true
2024-06-01,A-4a267b,active,Basic,475,false
2024-07-01,A-4a267b,active,Basic,475,true
2024-08-01,A-4a267b,active,Basic,1225,true
2024-09-01,A-4a267b,active,Pro,1225,true
2024-10-01,A-4a267b,active,Pro,1225,true
2024-11-01,A-4a267b,active,Pro,1225,true
2024-12-01,A-4a267b,active,Pro,1225,false
2023-07-01,A-4a4c2d,active,Basic,1026,true
2023-08-01,A-4a4c2d,active,Basic,1026,true
2023-09-01,A-4a4c2d,active,Enterprise,10746,true
2023-10-01,A-4a4c2d,active,Enterprise,10746,true
2023-11-01,A-4a4c2d,active,Enterprise,10746,false
2023-12-01,A-4a4c2d,active,Enterprise,10746,true
2024-01-01,A-4a4c2d,active,Enterprise,10746,true
2024-02-01,A-4a4c2d,active,Basic,2646,true
2024-03-01,A-4a4c2d,active,Basic,2646,true
2024-04-01,A-4a4c2d,trial,Pro,0,true
2024-05-01,A-4a4c2d,trial,Pro,0,false
2024-06-01,A-4a4c2d,trial,Pro,0,true
2024-07-01,A-4a4c2d,active,Basic,1026,true
2024-08-01,A-4a4c2d,active,Basic,1026,true
2024-09-01,A-4a4c2d,active,Basic,1026,true
2024-10-01,A-4a4c2d,active,Basic,1026,true
2024-11-01,A-4a4c2d,active,Basic,1026,true
2024-12-01,A-4a4c2d,active,Pro,2646,true
2024-05-01,A-4ae22a,active,Enterprise,5572,false
2024-06-01,A-4ae22a,active,Enterprise,5572,false
2024-07-01,A-4ae22a,active,Enterprise,1194,true
2024-08-01,A-4ae22a,active,Pro,294,false
2024-09-01,A-4ae22a,active,Basic,532,true
2024-10-01,A-4ae22a,active,Enterprise,1194,true
2024-11-01,A-4ae22a,active,Basic,114,true
2024-12-01,A-4ae22a,active,Basic,532,true
2024-12-01,A-4bfa33,active,Enterprise,3528,true
2024-03-01,A-4c38bc,active,Basic,684,true
2024-04-01,A-4c38bc,active,Basic,684,false
2024-05-01,A-4c38bc,active,Pro,1764,true
2024-06-01,A-4c38bc,active,Pro,1764,true
2024-07-01,A-4c38bc,active,Enterprise,7164,true
2024-08-01,A-4c38bc,active,Enterprise,7164,true
2024-09-01,A-4c38bc,active,Enterprise,7164,true
2024-10-01,A-4c38bc,active,Enterprise,7164,true
2024-11-01,A-4c38bc,active,Enterprise,7164,true
2024-12-01,A-4c38bc,churned,Pro,1764,true
2024-05-01,A-4c56c9,active,Basic,171,false
2024-06-01,A-4c56c9,active,Basic,171,true
2024-07-01,A-4c56c9,active,Basic,228,true
2024-08-01,A-4c56c9,active,Enterprise,9751,true
2024-09-01,A-4c56c9,active,Enterprise,1791,false
2024-10-01,A-4c56c9,active,Enterprise,1791,true
2024-11-01,A-4c56c9,active,Enterprise,3582,true
2024-12-01,A-4c56c9,active,Basic,342,true
2024-03-01,A-4c6f11,active,Enterprise,4776,false
2024-04-01,A-4c6f11,active,Enterprise,4776,true
2024-05-01,A-4c6f11,active,Basic,513,true
2024-06-01,A-4c6f11,active,Basic,513,true
2024-07-01,A-4c6f11,active,Basic,665,true
2024-08-01,A-4c6f11,active,Basic,456,true
2024-09-01,A-4c6f11,active,Basic,456,false
2024-10-01,A-4c6f11,active,Basic,456,true
2024-11-01,A-4c6f11,active,Basic,456,true
2024-12-01,A-4c6f11,active,Basic,456,true
2024-09-01,A-4d1e75,active,Pro,980,true
2024-10-01,A-4d1e75,active,Pro,980,true
2024-11-01,A-4d1e75,active,Pro,1519,false
2024-12-01,A-4d1e75,active,Pro,1519,true
2024-02-01,A-4e0e85,active,Enterprise,1194,false
2024-03-01,A-4e0e85,active,Enterprise,1194,true
2024-04-01,A-4e0e85,active,Enterprise,1194,false
2024-05-01,A-4e0e85,active,Enterprise,1194,true
2024-06-01,A-4e0e85,active,Pro,1862,true
2024-07-01,A-4e0e85,active,Pro,294,true
2024-08-01,A-4e0e85,active,Enterprise,294,false
2024-09-01,A-4e0e85,trial,Basic,0,false
2024-10-01,A-4e0e85,trial,Basic,0,true
2024-11-01,A-4e0e85,trial,Basic,0,true
2024-12-01,A-4e0e85,trial,Enterprise,0,true
2024-08-01,A-4e44e8,active,Basic,722,true
2024-09-01,A-4e44e8,active,Basic,392,true
2024-10-01,A-4e44e8,active,Pro,190,true
2024-11-01,A-4e44e8,active,Basic,551,true
2024-12-01,A-4e44e8,active,Enterprise,3383,false
2024-03-01,A-4e631b,active,Enterprise,7960,true
2024-04-01,A-4e631b,active,Enterprise,7960,true
2024-05-01,A-4e631b,active,Enterprise,4378,true
2024-06-01,A-4e631b,active,Enterprise,4378,true
2024-07-01,A-4e631b,active,Basic,418,true
2024-08-01,A-4e631b,active,Basic,418,false
2024-09-01,A-4e631b,active,Basic,418,true
2024-10-01,A-4e631b,active,Enterprise,4378,true
2024-11-01,A-4e631b,active,Basic,418,true
2024-12-01,A-4e631b,active,Basic,418,true
2024-02-01,A-4e960a,trial,Enterprise,0,true
2024-03-01,A-4e960a,active,Basic,228,true
2024-04-01,A-4e960a,active,Enterprise,14129,true
2024-05-01,A-4e960a,active,Enterprise,14129,false
2024-06-01,A-4e960a,active,Basic,228,true
2024-07-01,A-4e960a,active,Enterprise,2388,true
2024-08-01,A-4e960a,active,Pro,588,false
2024-09-01,A-4e960a,active,Basic,228,true
2024-10-01,A-4e960a,active,Basic,228,true
2024-11-01,A-4e960a,active,Pro,588,true
2024-12-01,A-4e960a,active,Basic,228,true
2024-04-01,A-4ef964,active,Enterprise,3383,true
2024-05-01,A-4ef964,active,Pro,833,true
2024-06-01,A-4ef964,active,Pro,833,false
2024-07-01,A-4ef964,active,Enterprise,3383,true
2024-08-01,A-4ef964,active,Pro,3383,true
2024-09-01,A-4ef964,active,Basic,722,true
2024-10-01,A-4ef964,active,Basic,722,true
2024-11-01,A-4ef964,active,Pro,1372,true
2024-12-01,A-4ef964,active,Pro,1372,true
2024-04-01,A-4f18f0,active,Pro,1176,true
2024-05-01,A-4f18f0,active,Pro,1176,true
2024-06-01,A-4f18f0,active,Basic,456,true
2024-07-01,A-4f18f0,active,Enterprise,4776,true
2024-08-01,A-4f18f0,active,Basic,475,true
2024-09-01,A-4f18f0,active,Pro,475,true
2024-10-01,A-4f18f0,active,Enterprise,11741,false
2024-11-01,A-4f18f0,active,Enterprise,11741,true
2024-12-01,A-4f18f0,active,Basic,456,true
2023-10-01,A-503d5a,active,Basic,931,false
2023-11-01,A-503d5a,active,Enterprise,2388,true
2023-12-01,A-503d5a,active,Basic,2388,true
2024-01-01,A-503d5a,trial,Basic,0,true
2024-02-01,A-503d5a,trial,Basic,0,true
2024-03-01,A-503d5a,active,Pro,196,true
2024-04-01,A-503d5a,active,Pro,196,true
2024-05-01,A-503d5a,active,Enterprise,196,true
2024-06-01,A-503d5a,active,Pro,294,true
2024-07-01,A-503d5a,active,Pro,294,false
2024-08-01,A-503d5a,active,Pro,294,true
2024-09-01,A-503d5a,active,Pro,294,true
2024-10-01,A-503d5a,active,Pro,294,true
2024-11-01,A-503d5a,active,Basic,190,true
2024-12-01,A-503d5a,active,Enterprise,11144,true
2024-01-01,A-508199,active,Enterprise,3781,false
2024-02-01,A-508199,active,Basic,361,true
2024-03-01,A-508199,active,Basic,361,false
2024-04-01,A-508199,active,Enterprise,3781,false
2024-05-01,A-508199,active,Enterprise,3781,true
2024-06-01,A-508199,active,Enterprise,3781,true
2024-07-01,A-508199,active,Enterprise,3781,true
2024-08-01,A-508199,active,Enterprise,3781,true
2024-09-01,A-508199,active,Enterprise,3781,false
2024-10-01,A-508199,active,Enterprise,3781,true
2024-11-01,A-508199,active,Enterprise,3781,true
2024-12-01,A-508199,active,Enterprise,3781,false
2024-07-01,A-50bb9f,active,Enterprise,6965,false
2024-08-01,A-50bb9f,active,Pro,343,true
2024-09-01,A-50bb9f,active,Pro,343,false
2024-10-01,A-50bb9f,active,Enterprise,398,true
2024-11-01,A-50bb9f,active,Pro,1470,false
2024-12-01,A-50bb9f,active,Pro,2646,true
2024-01-01,A-50f3f7,active,Enterprise,8955,true
2024-02-01,A-50f3f7,active,Basic,589,true
2024-03-01,A-50f3f7,active,Basic,589,true
2024-04-01,A-50f3f7,active,Basic,969,true
2024-05-01,A-50f3f7,active,Pro,1519,true
2024-06-01,A-50f3f7,active,Pro,1519,true
2024-07-01,A-50f3f7,active,Basic,589,true
2024-08-01,A-50f3f7,active,Basic,589,true
2024-09-01,A-50f3f7,active,Basic,589,true
2024-10-01,A-50f3f7,active,Enterprise,6169,true
2024-11-01,A-50f3f7,active,Enterprise,6169,true
2024-12-01,A-50f3f7,active,Enterprise,6169,true
2024-02-01,A-51ec1b,active,Basic,209,true
2024-03-01,A-51ec1b,active,Basic,209,true
2024-04-01,A-51ec1b,active,Enterprise,1393,false
2024-05-01,A-51ec1b,active,Enterprise,1393,true
2024-06-01,A-51ec1b,active,Enterprise,1393,true
2024-07-01,A-51ec1b,active,Enterprise,1393,false
2024-08-01,A-51ec1b,active,Enterprise,3582,true
2024-09-01,A-51ec1b,active,Enterprise,3582,true
2024-10-01,A-51ec1b,active,Pro,1127,true
2024-11-01,A-51ec1b,active,Enterprise,3383,false
2024-12-01,A-51ec1b,active,Enterprise,3383,false
2024-12-01,A-524364,active,Basic,228,false
2024-03-01,A-5247b3,active,Enterprise,3184,false
2024-04-01,A-5247b3,active,Pro,3184,true
2024-05-01,A-5247b3,active,Basic,627,true
2024-06-01,A-5247b3,active,Enterprise,3184,true
2024-07-01,A-5247b3,active,Pro,1176,true
2024-08-01,A-5247b3,active,Pro,1176,true
2024-09-01,A-5247b3,active,Pro,784,true
2024-10-01,A-5247b3,active,Basic,342,true
2024-11-01,A-5247b3,active,Basic,1406,true
2024-12-01,A-5247b3,active,Basic,1406,true
2024-04-01,A-526d93,active,Enterprise,9751,false
2024-05-01,A-526d93,active,Enterprise,9751,true
2024-06-01,A-526d93,active,Basic,855,true
2024-07-01,A-526d93,active,Pro,2107,true
2024-08-01,A-526d93,active,Pro,2107,true
2024-09-01,A-526d93,active,Enterprise,8557,false
2024-10-01,A-526d93,active,Basic,817,true
2024-11-01,A-526d93,churned,Enterprise,8557,true
2024-12-01,A-526d93,churned,Enterprise,8557,false
2023-03-01,A-52dd88,active,Pro,1274,true
2023-04-01,A-52dd88,active,Pro,1274,true
2023-05-01,A-52dd88,active,Pro,1274,true
2023-06-01,A-52dd88,active,Pro,1274,true
2023-07-01,A-52dd88,active,Pro,1274,false
2023-08-01,A-52dd88,active,Pro,1274,true
2023-09-01,A-52dd88,active,Pro,1274,true
2023-10-01,A-52dd88,active,Pro,1127,true
2023-11-01,A-52dd88,active,Pro,1127,false
2023-12-01,A-52dd88,active,Basic,437,true
2024-01-01,A-52dd88,active,Basic,437,true
2024-02-01,A-52dd88,active,Basic,437,true
2024-03-01,A-52dd88,active,Pro,1127,true
2024-04-01,A-52dd88,active,Pro,1127,true
2024-05-01,A-52dd88,active,Pro,1127,true
2024-06-01,A-52dd88,active,Pro,1127,true
2024-07-01,A-52dd88,active,Pro,1127,true
2024-08-01,A-52dd88,active,Enterprise,5174,true
2024-09-01,A-52dd88,active,Enterprise,4577,true
2024-10-01,A-52dd88,active,Enterprise,4577,true
2024-11-01,A-52dd88,active,Basic,532,true
2024-12-01,A-52dd88,active,Pro,1470,false
2024-11-01,A-533452,active,Enterprise,5174,true
2024-12-01,A-533452,active,Basic,988,true
2024-06-01,A-53f4e3,active,Pro,931,false
2024-07-01,A-53f4e3,active,Pro,931,true
2024-08-01,A-53f4e3,active,Pro,931,true
2024-09-01,A-53f4e3,active,Basic,418,true
2024-10-01,A-53f4e3,active,Basic,342,true
2024-11-01,A-53f4e3,active,Basic,342,false
2024-12-01,A-53f4e3,active,Pro,1421,true
2024-05-01,A-544d0a,active,Pro,2107,false
2024-06-01,A-544d0a,active,Basic,209,true
2024-07-01,A-544d0a,active,Enterprise,995,true
2024-08-01,A-544d0a,active,Enterprise,995,true
2024-09-01,A-544d0a,active,Enterprise,12736,true
2024-10-01,A-544d0a,active,Pro,294,true
